MW,LogP,HBA,HBD,PSA,RotB,QED,SA,num_rings,generated_sequence,score
337.39900000000006,3.1953900000000015,3,2,67.43,4,0.8864962167265401,5.572106596777154,3,[C][C][Branch1][C][C][C@H1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][Branch2][N][=C][Branch1][C][O][C][N][N][=N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][N][C][Ring2][Branch1][=N][=O],0.8864962167265401
299.3740000000001,2.7257000000000007,3,2,71.09,4,0.8527343946900845,2.2633584139332896,2,[C][C][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][=N][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][S][C][Ring2][Ring2][S][=O],0.8527343946900845
294.41800000000006,2.4988900000000003,1,1,29.1,4,0.8494600773924487,4.657115424161234,2,[C][C][Branch1][C][C][C][C@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring2][Branch1][Branch2][C],0.8494600773924487
313.42100000000005,1.9261899999999996,3,1,41.57000000000001,5,0.8446734342992471,4.945010622704018,2,[C][C][C@H1][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring1][C][C][=C][N][Branch1][Ring1][O][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][S][S][C][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][N][C][Ring2][Branch1][=N][=O],0.8446734342992471
280.3910000000001,2.3138900000000007,1,1,29.1,4,0.8426341829687461,4.69085228081324,2,[C][C][Branch1][C][C][C@H1][N][C][=Branch1][C][=O][C@H1][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][S][C][Ring2][Branch1][Branch2][=O],0.8426341829687461
336.52600000000007,3.0525900000000012,4,2,55.120000000000005,4,0.8299243004657509,4.5307248836408585,2,[C][C][Branch1][C][C][S][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Ring1][#Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@H1][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O][Ring2][Ring2][S],0.8299243004657509
292.42400000000004,4.1129900000000035,3,1,38.33,5,0.7748510352405683,5.160929030671294,2,[C][C][Branch1][C][C][C][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch1][S][C][C][=C][S][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][C][C][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C@@H1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][C][Ring2][Branch1][C][=O],0.7748510352405683
348.53700000000003,4.299370000000003,4,2,52.95,4,0.7448761635895697,4.781632664124135,2,[C][C][Branch1][C][C][S][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring2][Branch1][#Branch1][C],0.7448761635895697
345.24600000000004,3.4840100000000023,3,2,66.4,7,0.7437466730251574,4.080278781493558,1,[C][C][C@H1][Branch1][C][C][C@H1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@H1][Branch1][=C][C@H1][Branch1][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][=Branch1][C][=O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Ring2][Branch1][#Branch1][C],0.7437466730251574
410.49400000000014,2.66059,4,3,96.53000000000002,3,0.7137720272059245,5.7293722673231215,3,[C][C][Branch1][C][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][C][C][N][C][=Branch1][C][=O][C][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Ring1][=Branch2][C][=Branch1][C][=O][C@H1][Branch1][C][C][O][C][=Branch1][C][=O][O][C@@H1][Ring2][Branch1][#Branch2][C],0.7137720272059245
